GENUS_SPECIES,taxonomic_class
Sphyrna tiburo,Chondrichthyes
Cynoscion nothus,Actinopteri
Scomberomorus maculatus,Actinopteri
Sphyraena guachancho,Actinopteri
Trachinotus carolinus,Actinopteri
Syngnathus louisianae,Actinopteri
Gonostomatidae ,Spirotrichea
Membras martinica,Actinopteri
Hypleurochilus psuedoaequipinnis,Actinopteri
Evermannichthys spongicola,Malacostraca
Ariomma regulus,Actinopteri
Caranx bartholomaei,Actinopteri
Ginglymostoma cirratum,Chondrichthyes
Sphoeroides testudineus,Actinopteri
Rhinoptera bonasus,Chondrichthyes
Anisotremus virginicus,Actinopteri
Lutjanus analis,Actinopteri
Lutjanus griseus,Actinopteri
Ocyurus chrysurus,Actinopteri
Apogon aurolineatus,Actinopteri
Dactyloscopus tridigitatus,Actinopteri
Citharichthys spilopterus,Actinopteri
Echeneidae ,Actinopteri
Carcharhinus acronotus,Chondrichthyes
Peprilus burti,Actinopteri
Pogonias cromis,Actinopteri
Paralichthys squamilentus,Actinopteri
Cheilopogon exsiliens,Actinopteri
Scorpaenodes tredecimspinosus,Actinopteri
Pomacanthus arcuatus,Actinopteri
Saurida caribbaea,Actinopteri
Engraulis eurystole,Actinopteri
Brevoortia tyrannus,Actinopteri
Euleptorhamphus velox,Actinopteri
Sciaenops ocellatus,Actinopteri
Cynoglossidae ,Actinopteri
Auxis thazard,Actinopteri
Haemulidae ,Actinopteri
Cynoscion nebulosus,Actinopteri
Lutjanus purpureus,Actinopteri
Syngnathus fuscus,Actinopteri
Branchiostoma caribaeum,Leptocardii
Mycteroperca venenosa,Actinopteri
Hoplunnis tenuis,Actinopteri
Myrophis punctatus,Actinopteri
Pristipomoides freemani,Actinopteri
Hemanthias vivanus,Actinopteri
Tautoga onitis,Actinopteri
Carcharias taurus,Chondrichthyes
Remora remora,Actinopteri
Neomerinthe hemingwayi,Actinopteri
Monolene sessilicauda,Actinopteri
Antigonia combatia,Actinopteri
Pontinus longispinis,Actinopteri
Anthias asperilinguis,Actinopteri
Dibranchus atlanticus,Actinopteri
Muraena retifera,Actinopteri
Merluccius bilinearis,Actinopteri
Urophycis floridana,Actinopteri
Trachyscorpia cristulata,Actinopteri
Antennarius multiocellatus,Actinopteri
Scorpaena isthmensis,Actinopteri
Chromis scotti,Actinopteri
Eucinostomus pseudogula,Actinopteri
Hyporhamphus unifasciatus,Actinopteri
Gerreidae ,Actinopteri
Lestidiops affinis,Actinopteri
Peristedion greyae,Actinopteri
Zenion hololepis,Actinopteri
Antennariidae ,Actinopteri
Centropristis fuscula,Actinopteri
Decodon puellaris,Actinopteri
Grammistinae ,Actinopteri
Calamus bajonado,Actinopteri
Lophiiformes ,Actinopteri
Histrio histrio,Actinopteri
Symphurus civitatium,Actinopteri
Rypticus maculatus,Actinopteri
Harengula jaguana,Actinopteri
Tetraodontidae ,Actinopteri
Synodontidae ,Actinopteri
Anchoa mitchilli,Actinopteri
Stellifer lanceolatus,Actinopteri
Venefica procera,Actinopteri
Lopholatilus chamaeleonticeps,Actinopteri
Peristedion miniatum,Actinopteri
Menidia menidia,Actinopteri
Lutjanus synagris,Actinopteri
Balistidae ,Actinopteri
Caulolatilus chrysops,Actinopteri
Brotula barbata,Actinopteri
Scorpaena bergii,Actinopteri
Diplectrum bivittatum,Actinopteri
Halichoeres poeyi,Actinopteri
Urophycis cirrata,Actinopteri
Lactophrys triqueter,Actinopteri
Carcharhinus obscurus,Chondrichthyes
Scombridae ,Actinopteri
Phaeoptyx xenus,Actinopteri
Scorpaena albifimbria,Actinopteri
Synodus synodus,Actinopteri
Nomeus gronovii,Actinopteri
Halichoeres bathyphilus,Actinopteri
Epinephelus mystacinus,Actinopteri
Sphoeroides nephelus,Actinopteri
Syacium gunteri,Actinopteri
Bairdiella chrysoura,Actinopteri
Microgobius carri,Actinopteri
Opistognathidae ,Actinopteri
Lutjanus vivanus,Actinopteri
Pronotogrammus martinicensis,Actinopteri
Ptereleotris calliura,Actinopteri
Emblemaria piratula,Arachnida
Emmelichthyidae ,Actinopteri
Apogon quadrisquamatus,Actinopteri
Rhynchoconger gracilior,Actinopteri
Mycteroperca interstitialis,Actinopteri
Mulloidichthys martinicus,Actinopteri
Bothidae ,Actinopteri
Ogcocephalidae ,Actinopteri
Cephalopholis cruentata,Actinopteri
Gempylus serpens,Actinopteri
Myctophidae ,Actinopteri
Seriola zonata,Actinopteri
Epinephelus drummondhayi,Actinopteri
Ogcocephalus vespertilio,Actinopteri
Cubiceps pauciradiatus,Actinopteri
Phaeoptyx conklini,Actinopteri
Chilomycterus antillarum,Actinopteri
Bembrops gobioides,Actinopteri
Anthias nicholsi,Actinopteri
Caulolatilus microps,Actinopteri
Foetorepus agassizii,Actinopteri
Scorpaena brachyptera,Actinopteri
Nesiarchus nasutus,Actinopteri
Callechelys guineensis,Actinopteri
Malacocephalus occidentalis,Actinopteri
Setarches guentheri,Actinopteri
Zoarcidae ,Actinopteri
Ophichthidae ,Actinopteri
Seriola fasciata,Actinopteri
Upeneus parvus,Actinopteri
Thalassoma bifasciatum,Actinopteri
Etelis oculatus,Actinopteri
Lampanyctus alatus,Actinopteri
Sternoptychidae ,Actinopteri
Sternoptyx diaphana,Actinopteri
Diplodus argenteus,Actinopteri
Carcharhinus falciformis,Chondrichthyes
Astrapogon alutus,Actinopteri
Anthiinae ,Actinopteri
Dasyatidae ,Chondrichthyes
Carcharhinus signatus,Chondrichthyes
Hemanthias aureorubens,Actinopteri
Macrouridae ,Actinopteri
Anguilla rostrata,Actinopteri
Urophycis chuss,Actinopteri
Caulolatilus intermedius,Actinopteri
Argentinoidei ,Actinopteri
Mullidae ,Actinopteri
Bodianus pulchellus,Actinopteri
Echiophis punctifer,Actinopteri
Vinciguerria attenuata,Actinopteri
Caranx latus,Actinopteri
Nes longus,Actinopteri
Searsiidae ,Actinopteri
Alepocephalidae ,Actinopteri
Archiconcoecia cuneata,Bacillariophyceae
Astronesthidae ,Actinopterygii
Benthosema glaciale,Actinopteri
Ceratoscopelus ,Actinopteri
Conchoecia ametra,Ostracoda
Conchoecia bispinosa,Ostracoda
Conchoecia curta,Ostracoda
Conchoecia daphnoides,Ostracoda
Conchoecia dorsotuberculata,Ostracoda
Conchoecia edentata,Mammalia
Conchoecia fowleri,Ostracoda
Conchoecia hyalophyllum,Ostracoda
Conchoecia imbricata,Ostracoda
Conchoecia inermis,Ostracoda
Conchoecia lophura,Aves
Conchoecia loricata,Ostracoda
Conchoecia macroprocera,Ostracoda
Conchoecia magna,Ostracoda
Conchoecia obtusa,Ostracoda
Conchoecia rhynchena,Ostracoda
Conchoecia spinifera,Ostracoda
Conchoecia stigmatica,Gastropoda
Conchoecia subinflata,Ostracoda
Conchoecia teretivalvata,Ostracoda
Cyclothone braueri,Actinopteri
Cyclothone microdon,Actinopteri
Cyclothone pallida,Actinopteri
Cyclothone pseudopallida,Actinopteri
Eukrohnia fowleri,Sagittoidea
Euphausia hemigibba,Malacostraca
Euphausia krohnii,Malacostraca
Hygophum benoiti,Actinopteri
Lepidophanes indicus,Actinopteri
Macrocypridina castanea,Magnoliopsida
Nematobrachion boopis,Malacostraca
Nematoscelis atlantica3,Malacostraca
Nematoscelis megalops,Malacostraca
Sagitta lyra,Sagittoidea
Sagitta macrocephala,Sagittoidea
Sagitta atl,Sagittoidea
Sagitta zetesios,Sagittoidea
Stylocheiron maximum,Malacostraca
Thysanopoda aequalis,Malacostraca
Thysanopoda microphthalma,Insecta
Unidentified chaetognaths,Insecta
Argyropelecus hemigymnus,Actinopteri
Lampanyctus pusillus,Actinopteri
Notolychnus valdiviae,Actinopteri
Paralepididae ,Actinopteri
Stylocheiron longicorne,Malacostraca
Archiconcoecia ventricosa,Bacillariophyceae
Boreomysis microps,Malacostraca
Conchoecia aequiseta,Ostracoda
Conchoecia arcuata,Ostracoda
Conchoecia brachyaskos,Ostracoda
Conchoecia dasyophthalma,Ostracoda
Conchoecia discoveryi,Ostracoda
Conchoecia kampta,Ostracoda
Conchoecia macrocheira,Ostracoda
Conchoecia mamillata,Ostracoda
Conchoecia plinthina,Insecta
Conchoecia pusilla,Ostracoda
Eucopia grimaldii,Malacostraca
Eucopia hanseni,Malacostraca
Eucopia sculpticauda,Malacostraca
Meterythrops picta,Malacostraca
Oncaea curta,Hexanauplia
Oncaea rotundata,Hexanauplia
Unidentified mysid,Insecta
Ommastrephid unidentified,Insecta
Oncaea mediterranea,Hexanauplia
Oncaea venusta,Hexanauplia
Bajacalifornia megalops,Actinopteri
Bathyteuthis abyssicola,Cephalopoda
Bentheogennema intermedia,Malacostraca
Chuniphyes moserae,Hydrozoa
Chuniphyes multidentata,Hydrozoa
Conchoecia dichotoma,Ostracoda
Ephyrina hoskyni,Malacostraca
Eukrohnia bathypelagica,Sagittoidea
Gennadas elegans,Malacostraca
Gigantocypris mulleri,Ostracoda
Gnathophausia gigas,Malacostraca
Lensia conoidea,Hydrozoa
Lensia havock,Hydrozoa
Lensia hostile,Hydrozoa
Lensia multicristata,Hydrozoa
Longithorax fuscus,Aves
Meningodora vesca,Malacostraca
Nectopyramis thetis,Hydrozoa
Oncaea olsoni,Hexanauplia
Parabrotula plagiophthalmus,Actinopteri
Parapasiphaea sulcatifrons,Malacostraca
Poromitra megalops,Actinopteri
Rosacea plicata,Hydrozoa
Scopeloberyx opisthopterus,Actinopteri
Thysanoessa parva,Malacostraca
Thysanopoda acutifrons,Malacostraca
Vampyroteuthis infernalis,Cephalopoda
Vogtia glabra,Hydrozoa
Vogtia serrata,Hydrozoa
Acanthephyra pelagica,Malacostraca
Eurypharynx pelecanoides,Actinopteri
Gonostoma bathyphilum,Actinopteri
Japetella diaphana,Cephalopoda
Lampanyctus intricarius,Actinopteri
Acanthephyra purpurea,Malacostraca
Barbantus curvifrons,Actinopteri
Chauliodus danae,Actinopteri
Cyclothone acclinidens,Actinopteri
Cyclothone livida,Actinopteri
Diplolychnus mononema,Actinopteri
Gennadas valens,Malacostraca
Lampanyctus ater,Actinopteri
Lampanyctus cuprarius,Actinopteri
Lepidophanes pyrsobolus,Actinopteri
Lobianchia gemellari,Actinopteri
Melanostomiatidae ,Actinopterygii
Pasiphaea hoplocerca,Malacostraca
Photostomias guernei,Actinopteri
Sergestes corniculum,Malacostraca
Sergia japonicus,Magnoliopsida
Sergia robustus,Magnoliopsida
Sergia splendens,Malacostraca
Serrivomer beani,Actinopteri
Systellaspis braueri,Malacostraca
Argyropelecus aculeatus,Actinopteri
Diplospinus multistriatus,Actinopteri
Funchalia villosa,Malacostraca
Hygophum taaningi,Actinopteri
Lampanyctus festivus,Actinopteri
Lobianchia dofleini,Actinopteri
Margrethia obtusirostra,Actinopteri
Oplophorus spinosus,Malacostraca
Sergestes sargassi,Malacostraca
Sergestes vigilax,Malacostraca
Sergia tenuiremis,Malacostraca
Systellaspis debilis,Malacostraca
Vinciguerria poweriae,Actinopteri
Amphicaryon acaule,Hydrozoa
Bassia bassensis,Hydrozoa
Chelophyes appendiculata,Hydrozoa
Enneagonum hyalinum,Hydrozoa
Melamphaes simus,Actinopteri
Poromitra capito,Actinopteri
Systellaspis cristata,Malacostraca
Taaningichthys bathyphilus,Actinopteri
Vogtia spinosa,Hydrozoa
Anoplogaster cornuta,Actinopteri
Notoscopelus resplendens,Actinopteri
Coryphaenoides chalinura,Actinopteri
Coryphaenoides armatus,Actinopteri
Coryphaenoides carapinus,Actinopteri
Paracetonurus flagellicauda,Actinopteri
Spectrunculus grandis,Actinopteri
Abylopsis tetragona,Hydrozoa
Clausophyes ovata,Hydrozoa
Lampanyctus crocodilus,Actinopteri
Myctophum punctatum,Actinopteri
Bargmannia amoena,Hydrozoa
Halistemma rubrum,Hydrozoa
Praya dubia,Hydrozoa
Vogtia pentacantha,Hydrozoa
Diaphus holti,Actinopteri
Diaphus rafinesquei,Actinopteri
Holtbyrnia schakenbecki,Actinopteri
Hygophum hygomi,Actinopteri
Hygophum macrochir,Actinopteri
Maurolicus mulleri,Actinopteri
Notoscopelus bolini,Actinopteri
Unidentified ,Insecta
Atolla chuni,Scyphozoa
Atolla wyvillei,Scyphozoa
Chromatonema rubrum,Hydrozoa
Clausophyes moserae,Hydrozoa
Crossota brunea,Hydrozoa
Eucopia australis/unguiculata,Malacostraca
Euphysora gigantea,Dicotyledonae
Halicreas minimum,Hydrozoa
Heteropyramis crystallina,Hydrozoa
Lensia achilles,Hydrozoa
Marrus antarcticus,Hydrozoa
Tetraplatia volitans,Hydrozoa
Aegina citrea,Hydrozoa
Crystallophyes amygdalina,Hydrozoa
Diphyes antarctica,Hydrozoa
Nectopyramis natans,Hydrozoa
Periphylla periphylla,Scyphozoa
Pyrostephos vanhoeffeni,Hydrozoa
Heliocranchia pfefferi,Cephalopoda
Pyrgopsis pacificus,Cephalopoda
Histioteuthis bonnelli,Cephalopoda
Mastigoteuthis schmidti,Cephalopoda
Vitreledonella richardi,Cephalopoda
Liocranchia reinhardti,Cephalopoda
Bargmannia lata,Hydrozoa
Chiroteuthid unidentified,Insecta
Galiteuthis armata,Cephalopoda
Valbyteuthis danae,Cephalopoda
Boreomysis illigi,Malacostraca
Calocalanus styliremis,Hexanauplia
Conchoecia haddoni,Ostracoda
Ctenocalanus vanus,Hexanauplia
Lucicutia gemina,Hexanauplia
Pleuromamma gracilis,Hexanauplia
Scolecithricella dentata,Hexanauplia
Atolla vanhoeffeni,Scyphozoa
Chirundina streetsii,Hexanauplia
Colobonema sericeum,Hydrozoa
Conchoecia procera,Ostracoda
Cyphocaris anonyx,Malacostraca
Heterorhabdus spinifrons,Hexanauplia
Heterostylites longicornis,Hexanauplia
Lanceola pacifica,Malacostraca
Lanceola sayana,Malacostraca
Pleuromamma robusta,Hexanauplia
Scina borealis,Malacostraca
Scina oedicarpus,Malacostraca
Scina submarginata,Malacostraca
Undeuchaeta plumosa,Hexanauplia
Valenciennellus tripunctulatus,Actinopteri
Xenodermichthys copei,Actinopteri
Euchaeta acuta,Hexanauplia
Euchirella curticauda,Hexanauplia
Lanceola loveni,Malacostraca
Scaphocalanus brevirostris,Hexanauplia
Stylocheiron elongatum,Malacostraca
Pasiphaea multidentata,Malacostraca
Argyropelecus olfersi,Actinopteri
Heirops arctica,Bivalvia
Rhincalanus nasutus,Hexanauplia
Vibilia cultripes,Malacostraca
Conchoecia inflata,Ostracoda
Euaugaptilus magnus,Hexanauplia
Lucicutia curta,Hexanauplia
Phyllopus helgae,Hexanauplia
Scaphocalanus curtus,Hexanauplia
Scottocalanus securifrons,Hexanauplia
Spinocalanus spindet,Hexanauplia
Undeuchaeta major,Hexanauplia
Sergestes arcticus,Malacostraca
Desmophyes annectens,Hydrozoa
Scolecithricella ovata,Hexanauplia
Vibilia pyripes,Malacostraca
Stomias boa,Actinopteri
Stomias ferox,Actinopteri
Bargmannia elongata,Hydrozoa
Hippopodius hippopus,Hydrozoa
Lensia exeter,Hydrozoa
Lensia lelouveteau,Hydrozoa
Lensia panikkari,Hydrozoa
Maresearsia praeclara,Hydrozoa
Nectadamas richardi,Hydrozoa
Nectadamas diomedeae,Hydrozoa
Damaged/unidentified ,Insecta
Lensia grimaldi,Hydrozoa
Stylocheiron longecorne/affine,Malacostraca
Stylocheiron longecorne,Malacostraca
Gnathophausia ingens,Malacostraca
Stylocheiron abbreviatum,Malacostraca
Lensia fowleri,Hydrozoa
Thysanopoda aequalis/obtusifrons,Malacostraca
Eudoxoides spiralis,Hydrozoa
Prayoides intermedia,Bacillariophyceae
Stylocheiron longecorne/affine/suhmi,Malacostraca
Agalma okeni,Hydrozoa
Stylocheiron maximum/robustum,Malacostraca
Stylocheiron robustum,Malacostraca
Heteropyramis maculata,Hydrozoa
Ceratocymba ,Hydrozoa
Abyla trigona,Insecta
Lensia subtilis,Hydrozoa
Notoscopelus kroyeri,Actinopteri
Trichiuridae ,Actinopteri
Anguilla leptocephali,Actinopteri
Bajacalifornia drakei,Actinopteri
Opisthoproctus soleatus,Actinopteri
Poromitra crassiceps,Actinopteri
Scopelosaurus lepidus,Actinopteri
Bathylagidae ,Actinopteri
Borostomias antarcticus,Actinopteri
Lampanyctus macdonaldi,Actinopteri
Ephyrina ombango,Malacostraca
Lensia meteori,Hydrozoa
Alepocephalus rostratus,Actinopteri
Nezumia aequalis,Actinopteri
Notacanthus bonapartei,Actinopteri
Paraliparis hystrix,Actinopteri
Synaphobranchus kaupi,Actinopteri
Trachyrincus trachyrincus,Actinopteri
Hoplostethus mediterraneus,Actinopteri
Lepidion eques,Actinopteri
Phycis blennoides,Actinopteri
Coelorinchus coelorinchus,Actinopteri
Lepidorhombus whiffiagonus,Actinopteri
Molva macropthalma,Actinopteri
Argentina silus,Actinopteri
Chimaera monstrosa,Chondrichthyes
Micromesistius poutassou,Actinopteri
Coryphaenoides coryphaenoides,Actinopteri
Trachyscorpia cristulata-echinata,Actinopteri
Diphyes bojani,Hydrozoa
Eudoxoides mitra,Hydrozoa
Frillagalma vityazi,Hydrozoa
Halistemma amphytridis,Hydrozoa
Clausophyes tropica,Hydrozoa
Diphyes dispar,Hydrozoa
Sulculeolaria chuni,Hydrozoa
Abyla haeckeli,Hydrozoa
Forskalia leuckarti,Hydrozoa
Halistemma striata,Hydrozoa
Sulculeolaria turgida,Chromadorea
Abylopsis eschscholtzii,Hydrozoa
Acanthephyra stylorostratis,Malacostraca
Eucopia australis,Malacostraca
Eucopia australis/grimaldii,Malacostraca
Euphausia gibboides,Malacostraca
Hymenodora gracilis,Malacostraca
Nematoscelis microps/atlantica,Malacostraca
Stylocheiron affine,Malacostraca
Thysanoessa parva/gregaria,Malacostraca
Thysanopoda cornuta,Malacostraca
Gennadas tinayrei,Malacostraca
Bonapartia pedaliota,Actinopteri
Kali macrodon,Actinopteri
Scopeloberyx rubiventer,Actinopteri
Holtbyrnia anomal,Actinopteri
Scopeloberyx robustus,Actinopteri
Coryphaenoides guentheri,Actinopteri
Conchoecia oblonga,Ostracoda
Conchoecia parthenoda,Ostracoda
Diaphus metoplocampus,Actinopteri
Lophogaster spinosus,Malacostraca
Nematobrachion flexipes,Malacostraca
Nematoscelis microps,Malacostraca
Notolepis rissoli,Actinopteri
Paralepis corygonoides,Actinopteri
Sagitta decipiens,Sagittoidea
Sagitta hexaptera,Sagittoidea
Krohnitta subtilis,Sagittoidea
Holtbyrnia problematica,Actinopteri
Meningodora miccyla,Malacostraca
Normichthys operosa,Actinopteri
Thysanopoda obtusifrons,Malacostraca
Conchoecia microprocera,Ostracoda
Conchoecia spinirostris,Ostracoda
Conchoecia subarcuata,Ostracoda
Conchoecia tyloda,Ostracoda
Conchoecia gaussi,Ostracoda
Malacosteus niger,Actinopteri
Parapandalus richardi,Malacostraca
Benthosema suborbitale,Actinopteri
Gonostoma elongatum,Actinopteri
Scopelarchus guntheri,Actinopteri
Sulculeolaria biloba,Hydrozoa
Diaphus fragilis,Actinopteri
Diaphus mollis,Actinopteri
Lampadena chavesi,Actinopteri
Stomias brevibarbatus,Actinopteri
Sergestes armatus,Malacostraca
Sergestes pectinatus,Malacostraca
Scopelarchidae ,Actinopteri
Acanthoscina acanthodes,Malacostraca
Amallothrix altera,Hexanauplia
Arietellus plumifer,Hexanauplia
Augaptilus megalurus,Aves
Candacia ketchumi,Hexanauplia
Candacia paenelongimana,Hexanauplia
Candacia tenuimana,Hexanauplia
Chiridius poppei,Hexanauplia
Conchoecia alata,Ostracoda
Conchoecia incisa,Ostracoda
Conchoecia secernenda,Ostracoda
Euaugaptilus filiger,Hexanauplia
Eucalanus elongatus,Hexanauplia
Eucalanus pileatus,Hexanauplia
Euchaeta media,Hexanauplia
Euchirella pulchra,Hexanauplia
Euphausia brevis,Malacostraca
Haloptilus longicornis,Hexanauplia
Lucicutia flavicornis,Hexanauplia
Metridia effusa,Hexanauplia
Phronima atlantica,Malacostraca
Pleuromamma abdominalis,Hexanauplia
Pleuromamma piseki,Hexanauplia
Primno macropa,Malacostraca
Pseudaetidus armatus,Insecta
Racovitzanus levis,Hexanauplia
Rhincalanus cornutus,Hexanauplia
Scaphocalanus echinatus,Hexanauplia
Scaphocalanus subbrevicornis,Hexanauplia
Scina crassicornis,Malacostraca
Scina stenopus,Malacostraca
Scina tullbergi,Malacostraca
Scina wolterecki,Malacostraca
Scolecithrix fowleri,Hexanauplia
Scottocalanus helenae,Hexanauplia
Spinocalanus spinosus,Hexanauplia
Thysanoessa gregaria,Malacostraca
Thysanopoda subaequalis,Malacostraca
Vibilia armata,Malacostraca
Arietellus giesbrechti,Hexanauplia
Euaugaptilus nodifrons,Hexanauplia
Euaugaptilus palumbii,Hexanauplia
Eucalanus crassus,Hexanauplia
Euchaeta spinosa,Hexanauplia
Gaetanus pileatus,Hexanauplia
Haloptilus ornatus,Hexanauplia
Heterorhabdus tenuis,Hexanauplia
Heterorhabdus vipera,Lepidosauria
Hyperioides longipes,Malacostraca
Lensia hotspur,Hydrozoa
Lucicutia clausi,Hexanauplia
Metridia brevicauda,Hexanauplia
Mimocalanus cultrifer,Hexanauplia
Phrosina semilunata,Malacostraca
Pleuromamma xiphias,Hexanauplia
Pseudaugaptilus longiremis,Hexanauplia
Scina pusilla,Malacostraca
Scolecithricella profunda,Hexanauplia
Scolecithricella vittata,Hexanauplia
Bathymicrops regis,Actinopteri
Ilyophis brunneus,Actinopteri
Bathypterois longipes,Actinopteri
Bellocia koefoedi,Actinopterygii
Benthalbella infans,Actinopteri
Bolinichthys indicus,Actinopteri
Centrobranchus nigro-ocellatus,Actinopteri
Nematobrachion sexspinosum,Malacostraca
Scopelarchus analis,Actinopteri
Sergestes henseni,Malacostraca
Serrivomer parabeani,Actinopteri
Thysanopoda pectinata,Malacostraca
Thysanopoda triouspidata,Malacostraca
Eucopia linguicauda,Malacostraca
Searsia koefoedi,Actinopteri
Sternoptyx pseudobscura,Actinopteri
Omosudis lowei,Actinopteri
Arachnomysis leuckarti,Malacostraca
Aristostomias xenostoma,Actinopteri
Diaphus lucidus,Actinopteri
Eustomias simplex,Actinopteri
Lampadena urophaos,Actinopteri
Phanops michaelsarsi,Actinopteri
Diaphus effulgens,Actinopteri
Diogenichthys atlanticus,Actinopteri
Flagellostomias boureei,Actinopteri
Lepidophanes gaussi,Actinopteri
Melamphaidae ,Actinopteri
Sergestes atlanticus,Malacostraca
Ceratiidae ,Actinopteri
Cryptosaurus cousei,Reptilia
Astronesthes niger,Actinopteri
Hygophum reinhardti,Actinopteri
Lampanyctus photonotus,Actinopteri
Loweina rara,Actinopteri
Unidentified euphausiid,Insecta
Nessorhamphus ingolfianus,Actinopteri
Notostomus gibbosus,Malacostraca
Thysanopoda egregia,Phaeophyceae
Bolinichthys supralateralis,Actinopteri
Sulculeolaria monoica,Hydrozoa
Lensia campanella,Hydrozoa
Sulculeolaria quadrivalvis,Hydrozoa
Evermannella balbo,Actinopteri
Electrona rissoi,Actinopteri
Agalma elegans,Hydrozoa
